id,title,year,tier,software_detected,method_candidates_sw,method_candidates_kw,datatype_candidates,taxon_candidates,geoscope_candidates,environment_candidates,contribution_candidates,ResearchTask_labels,Method_labels,Software_labels,Taxon_labels,DataType_labels,GeoScope_labels,EnvironmentType_labels,ContributionType_labels
https://openalex.org/W4280649038,Giant <i>Starship</i> Elements Mobilize Accessory Genes in Fungal Genomes,2022,tier1,STRUCTURE,,,Occurrence / Distribution Records,Plants,Multiple Locations,Not Specified,Empirical Study|Method / Model Paper,Adaptation Inference|Phylogeny Inference,,STRUCTURE,Plants,Whole Genome Sequence|Occurrence / Distribution Records,Multiple Locations,Not Specified,Empirical Study
https://openalex.org/W4210494137,Evolutionary velocity with protein language models predicts evolutionary dynamics of diverse proteins,2022,tier2,,,,,,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper,Adaptation Inference|Evolutionary Theory / Conceptual Analysis,,,,,Not Specified,Not Specified,Empirical Study|Method / Model Paper
https://openalex.org/W4205236321,Coevolutionary theory of hosts and parasites,2022,tier1,,,,,,Not Specified|Single Location,Marine,Empirical Study|Method / Model Paper|Review / Survey,Eco-evolutionary Dynamics|Evolutionary Theory / Conceptual Analysis,,,,,Not Specified,Marine|Not Specified,Review / Survey|Method / Model Paper|Empirical Study
https://openalex.org/W3217739320,Toward a genome sequence for every animal: Where are we now?,2021,tier1,,,,,Invertebrates|Vertebrates,Global / Public Database Scale,Marine,Empirical Study|Resource / Dataset Paper,,,,Vertebrates|Invertebrates,,Global / Public Database Scale,Marine,Resource / Dataset Paper|Empirical Study
https://openalex.org/W2998989016,A Genus Definition for <i>Bacteria</i> and <i>Archaea</i> Based on a Standard Genome Relatedness Index,2020,tier2,,,,,,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper,Species Delimitation|Evolutionary Theory / Conceptual Analysis,,,Bacteria|Archaea,Whole Genome Sequence,Not Specified,Not Specified,Empirical Study|Method / Model Paper
https://openalex.org/W3164567439,3D genomics across the tree of life reveals condensin II as a determinant of architecture type,2021,tier2,STRUCTURE,,,,Plants,Multiple Locations,Polar,Empirical Study,Phylogenetic Comparative Methods|Macroevolutionary Pattern Analysis,,STRUCTURE,Plants|Fungi|Vertebrates,Whole Genome Sequence,Multiple Locations,Not Specified,Empirical Study
https://openalex.org/W3164961447,UBCG2: Up-to-date bacterial core genes and pipeline for phylogenomic analysis,2021,tier1,,,,,,Not Specified|Single Location,Not Specified,Empirical Study|Protocol / Technical Note,Phylogeny Inference,,,Bacteria,Whole Genome Sequence|Nuclear Gene Sequences,Not Specified,Not Specified,Resource / Dataset Paper|Protocol / Technical Note|Empirical Study
https://openalex.org/W3208266771,A connectome of the Drosophila central complex reveals network motifs suitable for flexible navigation and context-dependent action selection,2021,tier2,,,,,Drosophila|Insects|Model Organisms,Not Specified|Single Location,Not Specified,Empirical Study,Eco-evolutionary Dynamics,,,Drosophila|Insects|Model Organisms,,Not Specified,Not Specified,Empirical Study
https://openalex.org/W4281561633,Genetic variance in fitness indicates rapid contemporary adaptive evolution in wild animals,2022,tier2,,,,Ecological / Environmental Variables,Aves|Mammalia,Not Specified|Single Location,Not Specified,Empirical Study|Resource / Dataset Paper,Adaptation Inference|Demographic History Inference,,,Aves|Mammalia,Ecological / Environmental Variables,Not Specified,Not Specified,Empirical Study|Resource / Dataset Paper
https://openalex.org/W3022107839,Wheat chromatin architecture is organized in genome territories and transcription factories,2020,tier1,,,,Transcriptome (RNA-seq),Plants,Not Specified|Single Location,Not Specified,Empirical Study,,,,Plants,Transcriptome (RNA-seq),Not Specified,Not Specified,Empirical Study
https://openalex.org/W4207084580,Comprehensive Species Sampling and Sophisticated Algorithmic Approaches Refute the Monophyly of Arachnida,2022,tier1,,,,Fossil Record,Invertebrates,Not Specified|Single Location,Marine|Terrestrial,Empirical Study|Method / Model Paper|Resource / Dataset Paper,Phylogeny Inference|Phylogenetic Comparative Methods|Trait Evolution / Ancestral State Reconstruction,,,Invertebrates,Fossil Record,Not Specified,Terrestrial|Marine,Empirical Study
https://openalex.org/W3046061267,Genomic-based taxonomic classification of the family Erythrobacteraceae,2020,tier2,,,,Nuclear Gene Sequences,,Not Specified|Single Location,Not Specified,Empirical Study,Phylogeny Inference|Species Delimitation|Evolutionary Theory / Conceptual Analysis,,,,Nuclear Gene Sequences,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3093771475,MolluscDB: an integrated functional and evolutionary genomics database for the hyper-diverse animal phylum Mollusca,2020,tier2,,,,Fossil Record|Transcriptome (RNA-seq),,Multiple Locations,Not Specified,Empirical Study|Resource / Dataset Paper,Phylogeny Inference|Macroevolutionary Pattern Analysis,,,,Transcriptome (RNA-seq)|Fossil Record,Multiple Locations,Not Specified,Resource / Dataset Paper|Empirical Study
https://openalex.org/W3012944241,Evolutionary Trajectory for the Emergence of Novel Coronavirus SARS-CoV-2,2020,tier2,,,,SNP Genotype Data|Whole Genome Sequence,Mammalia,Not Specified|Single Location,Not Specified,Empirical Study,Adaptation Inference|Phylogeny Inference|Gene Flow / Introgression Analysis,,,Mammalia,Whole Genome Sequence|SNP Genotype Data,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3099982573,"A unifying, eco‐physiological framework for animal dormancy",2020,tier2,,,,Ecological / Environmental Variables,Insects|Mammalia,Multiple Locations,Freshwater|Marine,Empirical Study|Method / Model Paper,Trait Evolution / Ancestral State Reconstruction|Phylogenetic Comparative Methods|Adaptation Inference|Evolutionary Theory / Conceptual Analysis,Phylogenetic Comparative Methods,,Insects|Mammalia,Ecological / Environmental Variables,Multiple Locations,Freshwater|Marine,Empirical Study|Method / Model Paper
https://openalex.org/W3210200039,Effects of Selection at Linked Sites on Patterns of Genetic Variability,2021,tier1,,,,,,Not Specified|Single Location,Not Specified,Empirical Study|Review / Survey,Selection / Positive Selection Detection|Demographic History Inference,,,,,Not Specified,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W3117945779,Evolution of fold switching in a metamorphic protein,2020,tier2,,,,,,Not Specified|Single Location,Not Specified,Empirical Study,Trait Evolution / Ancestral State Reconstruction,,,,,Not Specified,Not Specified,Empirical Study
https://openalex.org/W4391100251,Deciphering cell states and genealogies of human haematopoiesis,2024,tier2,STRUCTURE,,,Occurrence / Distribution Records|mtDNA,,Multiple Locations,Marine,Empirical Study|Method / Model Paper|Resource / Dataset Paper,Phylogeny Inference|Population Structure Analysis,,STRUCTURE,,mtDNA|Occurrence / Distribution Records,Multiple Locations,Marine,Empirical Study|Resource / Dataset Paper|Method / Model Paper
https://openalex.org/W3105859013,"The Perfect Storm: Gene Tree Estimation Error, Incomplete Lineage Sorting, and Ancient Gene Flow Explain the Most Recalcitrant Ancient Angiosperm Clade, Malpighiales",2020,tier1,,,Coalescent-based Model,,Angiosperms|Plants,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper|Resource / Dataset Paper,Phylogeny Inference|Gene Flow / Introgression Analysis,Coalescent-based Model,,Angiosperms|Plants,,Not Specified,Not Specified,Empirical Study|Method / Model Paper|Resource / Dataset Paper
https://openalex.org/W4221132928,Direct observation of adaptive tracking on ecological time scales in <i>Drosophila</i>,2022,tier1,,,,Ecological / Environmental Variables|Whole Genome Sequence,Drosophila|Model Organisms,Not Specified|Single Location,Not Specified,Empirical Study,Adaptation Inference|Selection / Positive Selection Detection|Eco-evolutionary Dynamics,,,Drosophila,Whole Genome Sequence|Ecological / Environmental Variables,Single Location,Not Specified,Empirical Study
https://openalex.org/W3029265305,High quality genome sequences of thirteen Hypoxylaceae (Ascomycota) strengthen the phylogenetic family backbone and enable the discovery of new taxa,2020,tier1,,,,Behavioral Data|Ecological / Environmental Variables,Angiosperms|Plants,Not Specified|Single Location,Marine|Terrestrial,Empirical Study|Protocol / Technical Note,Phylogeny Inference|Species Delimitation,,,Plants|Angiosperms,Ecological / Environmental Variables,Not Specified,Terrestrial|Marine,Empirical Study|Protocol / Technical Note
https://openalex.org/W3167867098,Predicting future from past: The genomic basis of recurrent and rapid stickleback evolution,2021,tier1,,,,,,Not Specified|Single Location,Freshwater,Empirical Study,Adaptation Inference|Evolutionary Theory / Conceptual Analysis,,,,,Not Specified,Freshwater,Empirical Study
https://openalex.org/W4391997401,Comparative genomics reveals the dynamics of chromosome evolution in Lepidoptera,2024,tier1,,,,,Insects,Not Specified|Single Location,Not Specified,Empirical Study,Macroevolutionary Pattern Analysis|Phylogeny Inference,,,Insects,Whole Genome Sequence,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3157128367,Threespine Stickleback: A Model System For Evolutionary Genomics,2021,tier1,,,,Behavioral Data|Nuclear Gene Sequences|Occurrence / Distribution Records,Teleost Fish|Vertebrates,Not Specified|Single Location,Marine,Empirical Study|Method / Model Paper|Resource / Dataset Paper|Review / Survey,Adaptation Inference|Phylogenetic Comparative Methods|Evolutionary Theory / Conceptual Analysis,,,Teleost Fish|Vertebrates,Behavioral Data|Nuclear Gene Sequences,Not Specified,Marine,Review / Survey|Resource / Dataset Paper|Empirical Study
https://openalex.org/W3010627043,"The diversity and distribution of endophytes across biomes, plant phylogeny and host tissues: how far have we come and where do we go from here?",2020,tier2,,,,,Plants,Global / Public Database Scale,Marine,Empirical Study|Method / Model Paper|Review / Survey,Biogeography|Eco-evolutionary Dynamics,,,Plants,,Global / Public Database Scale,Marine,Review / Survey|Empirical Study|Method / Model Paper
https://openalex.org/W3016662794,Sex Chromosome Evolution: So Many Exceptions to the Rules,2020,tier2,,,Birth–Death Model,Occurrence / Distribution Records,,Multiple Locations,Freshwater,Empirical Study|Method / Model Paper,Evolutionary Theory / Conceptual Analysis|Macroevolutionary Pattern Analysis,,,,,Multiple Locations,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W3173730881,Haplotype tagging reveals parallel formation of hybrid races in two butterfly species,2021,tier1,,,,Whole Genome Sequence,,Multiple Locations,Not Specified,Empirical Study,Gene Flow / Introgression Analysis|Adaptation Inference,,,Insects|Heliconius,Whole Genome Sequence|SNP Genotype Data,Multiple Locations,Not Specified,Empirical Study
https://openalex.org/W3008435731,"Plastome Evolution and Phylogeny of Orchidaceae, With 24 New Sequences",2020,tier1,STRUCTURE,,,Nuclear Gene Sequences|Transcriptome (RNA-seq),,Not Specified|Single Location,Not Specified,Empirical Study|Resource / Dataset Paper,Phylogeny Inference|Divergence Time Estimation|Trait Evolution / Ancestral State Reconstruction,,STRUCTURE,Plants|Angiosperms,Nuclear Gene Sequences|Whole Genome Sequence,Not Specified,Not Specified,Empirical Study|Resource / Dataset Paper
https://openalex.org/W3099945355,"Plastomes of eight Ligusticum species: characterization, genome evolution, and phylogenetic relationships",2020,tier1,,,dN/dS Analysis,,,Not Specified|Single Location,Not Specified,Empirical Study,Phylogeny Inference,dN/dS Analysis,,Plants|Angiosperms,Whole Genome Sequence,Not Specified,Not Specified,Empirical Study
https://openalex.org/W4378189287,A genome-informed higher rank classification of the biotechnologically important fungal subphylum <i> Saccharomycotina</i>,2023,tier2,,,,,Model Organisms|Plants|Yeast,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper,Phylogeny Inference,,,Yeast|Model Organisms|Plants,,Not Specified,Not Specified,Method / Model Paper|Empirical Study
https://openalex.org/W3194095174,Exploring correlations in genetic and cultural variation across language families in northeast Asia,2021,tier2,,,,,,Multiple Locations,Not Specified,Empirical Study,,,,,,Multiple Locations,Not Specified,Empirical Study
https://openalex.org/W3125922838,Mechanisms underlying gut microbiota–host interactions in insects,2021,tier2,STRUCTURE,,,Ecological / Environmental Variables,Insects|Mammalia,Not Specified|Single Location,Marine,Empirical Study|Method / Model Paper|Review / Survey,Eco-evolutionary Dynamics,,STRUCTURE,Insects|Mammalia,Ecological / Environmental Variables,Not Specified,Not Specified|Marine,Review / Survey|Empirical Study
https://openalex.org/W3083358975,Predicting temperature mortality and selection in natural <i>Drosophila</i> populations,2020,tier2,,,,Ecological / Environmental Variables,Drosophila|Model Organisms,Not Specified|Single Location,Marine,Empirical Study|Method / Model Paper,Adaptation Inference|Selection / Positive Selection Detection,,,Drosophila|Model Organisms,Ecological / Environmental Variables,Not Specified,Not Specified|Marine,Empirical Study
https://openalex.org/W4221042877,"Phylogenomic conflict analyses in the apple genus <i>Malus</i> s.l. reveal widespread hybridization and allopolyploidy driving diversification, with insights into the complex biogeographic history in the Northern Hemisphere",2022,tier1,,,,Fossil Record|Nuclear Gene Sequences,Plants,Not Specified|Single Location,Not Specified,Empirical Study|Protocol / Technical Note|Resource / Dataset Paper,Phylogeny Inference|Biogeography|Gene Flow / Introgression Analysis|Divergence Time Estimation,,,Plants,Nuclear Gene Sequences|Fossil Record,Not Specified,Not Specified,Empirical Study
https://openalex.org/W2999869862,Tackling Rapid Radiations With Targeted Sequencing,2020,tier1,,,Maximum Likelihood,,Angiosperms,Multiple Locations,Freshwater,Empirical Study,Phylogeny Inference|Species Delimitation|Gene Flow / Introgression Analysis,Maximum Likelihood,,Angiosperms|Plants,,Multiple Locations,Freshwater,Empirical Study
https://openalex.org/W3146196870,Plant NLR diversity: the known unknowns of pan-NLRomes,2021,tier2,,,,,Plants,Not Specified|Single Location,Marine,Empirical Study,Adaptation Inference,,,Plants,,Not Specified,Marine,Empirical Study
https://openalex.org/W3007553916,"Origin, Diversity, and Evolution of Telomere Sequences in Plants",2020,tier1,,,,Whole Genome Sequence,Plants,Multiple Locations,Marine,Empirical Study|Method / Model Paper,Phylogeny Inference|Macroevolutionary Pattern Analysis,,,Plants|Angiosperms,Whole Genome Sequence,Multiple Locations,Marine,Empirical Study|Method / Model Paper
https://openalex.org/W3037349235,Dynamics of Insect–Microbiome Interaction Influence Host and Microbial Symbiont,2020,tier2,,,,Ecological / Environmental Variables,Insects|Plants,Multiple Locations,Not Specified,Empirical Study|Review / Survey,Eco-evolutionary Dynamics,,,Insects|Plants,Ecological / Environmental Variables,Multiple Locations,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W3036555894,The lateral plate mesoderm,2020,tier2,,,,,Vertebrates,Not Specified|Single Location,Not Specified,Empirical Study,,,,Vertebrates,,Not Specified,Not Specified,Empirical Study
https://openalex.org/W4308174537,Deleterious Variation in Natural Populations and Implications for Conservation Genetics,2022,tier1,,,,,,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper,Adaptation Inference|Demographic History Inference,,,,,Not Specified,Not Specified,Method / Model Paper|Empirical Study
https://openalex.org/W3207939327,"The Bogert effect, a factor in evolution",2021,tier2,,,,Behavioral Data,,Multiple Locations,Marine,Empirical Study,Evolutionary Theory / Conceptual Analysis|Adaptation Inference,,,,Behavioral Data|Morphometric / Phenotypic Trait Data,Multiple Locations,Marine,Review / Survey|Empirical Study
https://openalex.org/W3003501768,Structural evolution drives diversification of the large LRR‐RLK gene family,2020,tier2,,,Hidden Markov Models,,Plants,Not Specified|Single Location,Marine,Empirical Study|Method / Model Paper,Phylogeny Inference|Gene Flow / Introgression Analysis,Hidden Markov Models,,Plants,Nuclear Gene Sequences,Not Specified,Marine,Method / Model Paper|Empirical Study
https://openalex.org/W3037775055,Leaf reflectance spectra capture the evolutionary history of seed plants,2020,tier2,STRUCTURE,,,,Plants,Global / Public Database Scale,Not Specified,Empirical Study|Method / Model Paper|Resource / Dataset Paper,Phylogeny Inference|Trait Evolution / Ancestral State Reconstruction|Phylogenetic Comparative Methods,,STRUCTURE,Plants|Angiosperms,,Global / Public Database Scale,Not Specified,Resource / Dataset Paper|Empirical Study
https://openalex.org/W4327909816,A sampling strategy for genome sequencing the British terrestrial arthropod fauna,2023,tier2,,,,,Invertebrates,Not Specified|Single Location,Terrestrial,Empirical Study,Biogeography|Species Delimitation,,,Invertebrates|Insects,Whole Genome Sequence|DNA sequencing,Single Location,Terrestrial,Empirical Study
https://openalex.org/W3011565822,Toward an Evolutionarily Appropriate Null Model: Jointly Inferring Demography and Purifying Selection,2020,tier1,,,dN/dS Analysis,Whole Genome Sequence,Drosophila|Model Organisms,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper,Demographic History Inference|Selection / Positive Selection Detection|Adaptation Inference|Gene Flow / Introgression Analysis,dN/dS Analysis,,Drosophila|Model Organisms,Whole Genome Sequence,Not Specified,Not Specified,Method / Model Paper|Empirical Study
https://openalex.org/W3172652410,Fish pigmentation and coloration: Molecular mechanisms and aquaculture perspectives,2021,tier2,,,,,Teleost Fish|Vertebrates,Not Specified|Single Location,Marine,Empirical Study|Method / Model Paper|Review / Survey,Adaptation Inference|Trait Evolution / Ancestral State Reconstruction|Selection / Positive Selection Detection,,,Teleost Fish|Vertebrates,,Not Specified,Marine|Not Specified,Review / Survey|Empirical Study|Method / Model Paper
https://openalex.org/W4206641739,Why sequence all eukaryotes?,2022,tier2,,,,Whole Genome Sequence,,Multiple Locations,Not Specified,Empirical Study,Phylogeny Inference|Macroevolutionary Pattern Analysis|Biogeography,,,Plants|Invertebrates,Whole Genome Sequence,Multiple Locations,Not Specified,Empirical Study
https://openalex.org/W3028202170,The Lifecycle of the Plant Immune System,2020,tier2,,,,Ecological / Environmental Variables|Transcriptome (RNA-seq),Plants,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper|Review / Survey,Eco-evolutionary Dynamics,,,Plants,Transcriptome (RNA-seq)|Ecological / Environmental Variables,Not Specified|Single Location,Not Specified,Review / Survey|Empirical Study|Method / Model Paper
https://openalex.org/W3018615967,CCMetagen: comprehensive and accurate identification of eukaryotes and prokaryotes in metagenomic data,2020,tier2,,,,,,Not Specified|Single Location,Freshwater,Empirical Study|Protocol / Technical Note,Phylogeny Inference|Species Delimitation,,,Invertebrates|Plants,,Not Specified|Single Location,Freshwater,Protocol / Technical Note|Empirical Study
https://openalex.org/W3199195377,A population-level invasion by transposable elements triggers genome expansion in a fungal pathogen,2021,tier1,,,dN/dS Analysis,Whole Genome Sequence,,Multiple Locations,Not Specified,Empirical Study|Method / Model Paper|Resource / Dataset Paper,Demographic History Inference|Selection / Positive Selection Detection|Gene Flow / Introgression Analysis|Adaptation Inference,dN/dS Analysis,,,Whole Genome Sequence|SNP Genotype Data,Multiple Locations,Not Specified,Empirical Study|Resource / Dataset Paper
https://openalex.org/W3129515806,The origin of animals: an ancestral reconstruction of the unicellular-to-multicellular transition,2021,tier1,,,,,,Not Specified|Single Location,Marine,Empirical Study|Review / Survey,Trait Evolution / Ancestral State Reconstruction|Phylogeny Inference|Evolutionary Theory / Conceptual Analysis,,,,,Not Specified,Marine,Review / Survey|Empirical Study
https://openalex.org/W3016609678,The evolutionary history and genomics of European blackcap migration,2020,tier1,ADMIXTURE|STRUCTURE,,,Behavioral Data|Occurrence / Distribution Records|SNP Genotype Data|Whole Genome Sequence,Aves,Multiple Locations,Marine,Empirical Study|Resource / Dataset Paper,Population Structure Analysis|Demographic History Inference|Gene Flow / Introgression Analysis|Adaptation Inference,,ADMIXTURE|STRUCTURE,Aves,Whole Genome Sequence|SNP Genotype Data|Behavioral Data|Occurrence / Distribution Records,Multiple Locations,Marine,Empirical Study|Resource / Dataset Paper
https://openalex.org/W3170431728,Rooting the Animal Tree of Life,2021,tier2,,,,Occurrence / Distribution Records,,Multiple Locations,Not Specified,Empirical Study|Method / Model Paper,Phylogeny Inference|Macroevolutionary Pattern Analysis|Evolutionary Theory / Conceptual Analysis,Bayesian Inference|Maximum Likelihood,,Invertebrates,Occurrence / Distribution Records,Multiple Locations,Not Specified,Empirical Study|Method / Model Paper
https://openalex.org/W4328049762,Causal effects on complex traits are similar for common variants across segments of different continental ancestries within admixed individuals,2023,tier2,,,,Whole Genome Sequence,,Global / Public Database Scale,Not Specified,Empirical Study|Method / Model Paper|Review / Survey,Population Structure Analysis|Demographic History Inference,,,,Whole Genome Sequence,Global / Public Database Scale,Not Specified,Empirical Study|Method / Model Paper|Review / Survey
https://openalex.org/W3163150242,A Comprehensive Phylogenomic Platform for Exploring the Angiosperm Tree of Life,2021,tier2,,,,,Angiosperms|Plants,Not Specified|Single Location,Terrestrial,Empirical Study|Method / Model Paper|Resource / Dataset Paper,Phylogeny Inference,,,Angiosperms|Plants,,Not Specified|Single Location,Terrestrial,Empirical Study|Resource / Dataset Paper|Method / Model Paper
https://openalex.org/W4293116279,The origins and molecular evolution of SARS-CoV-2 lineage B.1.1.7 in the UK,2022,tier1,,,,Behavioral Data,,Global / Public Database Scale,Not Specified,Empirical Study,Phylogeny Inference|Adaptation Inference,,,,Whole Genome Sequence|Behavioral Data,Global / Public Database Scale,Not Specified,Empirical Study
https://openalex.org/W3042122970,Recent Demographic History Inferred by High-Resolution Analysis of Linkage Disequilibrium,2020,tier2,ADMIXTURE,,Simulation-based Inference,Occurrence / Distribution Records|SNP Genotype Data,,Not Specified|Single Location,Marine,Empirical Study|Method / Model Paper,Demographic History Inference|Population Structure Analysis,Simulation-based Inference,ADMIXTURE,,SNP Genotype Data|Occurrence / Distribution Records,Not Specified|Single Location,Not Specified,Method / Model Paper|Empirical Study
https://openalex.org/W3019415451,Performing Highly Efficient Genome Scans for Local Adaptation with R Package pcadapt Version 4,2020,tier2,,,,SNP Genotype Data,,Not Specified|Single Location,Marine,Empirical Study|Method / Model Paper,Adaptation Inference,,,,SNP Genotype Data,Not Specified|Single Location,Not Specified,Method / Model Paper|Empirical Study
https://openalex.org/W3088101909,Genomic Features of Parthenogenetic Animals,2020,tier1,,,,Whole Genome Sequence,,Multiple Locations,Not Specified,Empirical Study|Method / Model Paper,Macroevolutionary Pattern Analysis|Evolutionary Theory / Conceptual Analysis,,,,Whole Genome Sequence|SNP Genotype Data,Multiple Locations,Not Specified,Empirical Study|Method / Model Paper
https://openalex.org/W3135025442,High-Altitude Adaptation: Mechanistic Insights from Integrated Genomics and Physiology,2021,tier2,,,,SNP Genotype Data,Vertebrates,Not Specified|Single Location,High-altitude|Marine,Empirical Study,Adaptation Inference|Selection / Positive Selection Detection,,,Vertebrates,SNP Genotype Data|Morphometric / Phenotypic Trait Data,Single Location,High-altitude|Marine,Empirical Study
https://openalex.org/W3106204292,Genetic admixture in Brazil,2020,tier2,ADMIXTURE,,,Behavioral Data|mtDNA,,Global / Public Database Scale,Not Specified,Empirical Study|Method / Model Paper|Review / Survey,Population Structure Analysis|Gene Flow / Introgression Analysis,,ADMIXTURE,,mtDNA|SNP Genotype Data|Behavioral Data,Global / Public Database Scale,Not Specified,Empirical Study|Review / Survey
https://openalex.org/W3023051623,A consensus phylogenomic approach highlights paleopolyploid and rapid radiation in the history of Ericales,2020,tier1,,,Coalescent-based Model,,,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper|Resource / Dataset Paper,Phylogeny Inference|Divergence Time Estimation|Gene Flow / Introgression Analysis,Coalescent-based Model,,Plants|Angiosperms,Transcriptome (RNA-seq)|Whole Genome Sequence,Not Specified,Not Specified,Empirical Study|Method / Model Paper
https://openalex.org/W3043453458,Detection of Plant Viruses and Disease Management: Relevance of Genetic Diversity and Evolution,2020,tier2,,,,Ecological / Environmental Variables,Plants,Not Specified|Single Location,Marine,Empirical Study|Review / Survey,Evolutionary Theory / Conceptual Analysis,,,Plants,Ecological / Environmental Variables,Not Specified,Not Specified,Review / Survey
https://openalex.org/W3043527810,CeMbio - The <i>Caenorhabditis elegans</i> Microbiome Resource,2020,tier2,,,,,Invertebrates,Global / Public Database Scale,Not Specified,Empirical Study|Method / Model Paper|Resource / Dataset Paper|Review / Survey,Eco-evolutionary Dynamics|Adaptation Inference,,,Invertebrates|Model Organisms,,Global / Public Database Scale,Not Specified,Resource / Dataset Paper
https://openalex.org/W3202168308,Prevalence and Adaptive Impact of Introgression,2021,tier1,,,,Occurrence / Distribution Records,Plants,Not Specified|Single Location,Not Specified,Empirical Study|Review / Survey,Adaptation Inference|Gene Flow / Introgression Analysis,,,Plants,Occurrence / Distribution Records,Not Specified,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W3008209667,The origin of animal body plans: a view from fossil evidence and the regulatory genome,2020,tier1,,,,Fossil Record,,Not Specified|Single Location,Not Specified,Empirical Study|Review / Survey,Phylogeny Inference,,,,Fossil Record,Not Specified,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W4225129690,DNA methylation: a historical perspective,2022,tier2,,,,Occurrence / Distribution Records,,Multiple Locations,Not Specified,Empirical Study|Review / Survey,,,,Mammalia,Occurrence / Distribution Records,Multiple Locations,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W3194895608,The Gene's-Eye View of Evolution,2021,tier1,,,,,,Not Specified|Single Location,Marine,Empirical Study,Evolutionary Theory / Conceptual Analysis,,,,,,,Evolutionary Theory / Conceptual Analysis|Review / Survey
https://openalex.org/W3024064700,Natural hybridization reveals incompatible alleles that cause melanoma in swordtail fish,2020,tier2,ADMIXTURE,,,Whole Genome Sequence,Teleost Fish|Vertebrates,Not Specified|Single Location,Not Specified,Empirical Study,Gene Flow / Introgression Analysis|Adaptation Inference,Approximate Bayesian Computation,ADMIXTURE,Teleost Fish|Vertebrates,Whole Genome Sequence,,,Empirical Study
https://openalex.org/W3107101620,Fluctuating optimum and temporally variable selection on breeding date in birds and mammals,2020,tier2,,,,,Aves|Mammalia,Not Specified|Single Location,Not Specified,Empirical Study|Resource / Dataset Paper,Selection / Positive Selection Detection|Adaptation Inference,,,Aves|Mammalia,Time-series Population Data,,,Empirical Study|Resource / Dataset Paper
https://openalex.org/W3002832353,Where Are We With Human Lice? A Review of the Current State of Knowledge,2020,tier1,,,,Ecological / Environmental Variables|Transcriptome (RNA-seq)|mtDNA,Insects,Not Specified|Single Location,Marine,Empirical Study|Review / Survey,Phylogeny Inference|Gene Flow / Introgression Analysis,,,Insects,mtDNA|Transcriptome (RNA-seq)|Ecological / Environmental Variables,Not Specified,Not Specified,Review / Survey
https://openalex.org/W3011613560,The evolutionary origins of the cat attractant nepetalactone in catnip,2020,tier2,,,,,,Not Specified|Single Location,Not Specified,Empirical Study,,,,,,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3022164816,"Hermaphroditism in fishes: an annotated list of species, phylogeny, and mating system",2020,tier2,,,,Behavioral Data,Teleost Fish|Vertebrates,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper|Review / Survey,Phylogeny Inference|Trait Evolution / Ancestral State Reconstruction,,,Teleost Fish|Vertebrates,Behavioral Data,Not Specified,Not Specified,Review / Survey|Empirical Study|Method / Model Paper
https://openalex.org/W3002194232,Gene content evolution in the arthropods,2020,tier1,,,,SNP Genotype Data|Whole Genome Sequence,Insects|Invertebrates,Multiple Locations,Not Specified,Empirical Study,Phylogeny Inference|Gene Flow / Introgression Analysis,,,Insects|Invertebrates,Whole Genome Sequence|SNP Genotype Data,Multiple Locations,Not Specified,Empirical Study
https://openalex.org/W3200130214,Tracking the international spread of SARS-CoV-2 lineages B.1.1.7 and B.1.351/501Y-V2 with grinch,2021,tier2,,,,,,Not Specified|Single Location,Not Specified,Empirical Study,Gene Flow / Introgression Analysis|Demographic History Inference,,,,,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3195370685,The microbiome extends host evolutionary potential,2021,tier1,,,,,,Multiple Locations,Marine,Empirical Study|Method / Model Paper,Eco-evolutionary Dynamics|Evolutionary Theory / Conceptual Analysis,,,,,Multiple Locations,Marine,Empirical Study|Method / Model Paper
https://openalex.org/W3089959412,The ancient wave of polyploidization events in flowering plants and their facilitated adaptation to environmental stress,2020,tier2,,,,Ecological / Environmental Variables,Angiosperms|Arabidopsis|Model Organisms|Plants,Not Specified|Single Location,Not Specified,Empirical Study|Review / Survey,Adaptation Inference|Macroevolutionary Pattern Analysis,,,Angiosperms|Plants|Arabidopsis,Ecological / Environmental Variables,Not Specified,Not Specified,Review / Survey|Empirical Study
